Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
T10,2016,PA08,Age group,50-54,12,19.3,22.4,12.7,30.1,31.4,41.6,39.2,48.4,57.4,314.6,**,*,*,*,*,*,*,*,*,,,61.2,35.7,35.7,51,35.7,35.7,25.5,25.5,25.5,20.4,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA09,Age group,55-59,26.9,24.9,21.5,17.2,23.9,27.9,25.5,38,33.6,49,288.6,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,40.8,40.8,30.6,25.5,30.6,25.5,30.6,25.5,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA10,Age group,60-64,20.9,26.2,32.5,21.8,19.5,17.8,25,33.7,23.2,29.8,250.4,*,*,*,*,*,*,*,*,*,*,,40.8,35.7,30.6,35.7,35.7,40.8,30.6,30.6,30.6,30.6,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PA11,Age group,65 +,9.4,11.8,117.2,187,109.4,57.3,38,37.6,45.2,35.3,648.3,**,*,,,,,,*,*,*,,61.2,40.8,15.3,10.2,15.3,20.4,20.4,25.5,20.4,30.6,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PE01,Ethnicity,European,204,220.4,236.6,268,259.3,251.2,248.8,281,279,309.4,2557.7,,,,,,,,,,,,15.3,15.3,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,5.1,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PE02,Ethnicity,Maori,48.5,58.6,59.1,51.1,60.7,45,46.7,37.1,42.9,21.4,471.1,*,*,*,*,*,*,*,*,*,*,,25.5,20.4,25.5,30.6,30.6,30.6,20.4,25.5,25.5,45.9,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PE03,Ethnicity,Asian,86.7,66.2,54,43.2,54.1,52.7,60.1,51.1,47,35.5,550.6,,*,*,*,*,*,*,*,*,*,,20.4,25.5,35.7,35.7,30.6,25.5,30.6,25.5,25.5,30.6,15.3,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PE04,Ethnicity,Pacific people,37.2,34.9,21.8,18.5,17.2,27.1,30.2,13.7,15.5,4.7,220.8,*,*,*,*,**,*,*,*,*,**,*,40.8,45.9,45.9,45.9,51,45.9,45.9,45.9,45.9,86.7,25.5,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PE05,Ethnicity,MELAA,1.9,5.2,,,,2.7,4,,,,23.5,***,**,S,S,S,***,**,S,S,S,*,122.4,81.6,,,,127.5,91.8,,,,51,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PE06,Ethnicity,Other ethnic group,4.3,,8.1,4,6.1,,3.4,5.7,7.1,4.4,46.2,***,S,**,**,**,S,**,**,**,**,*,107.1,,61.2,71.4,61.2,,86.7,76.5,56.1,66.3,35.7,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ01,Highest qualification,No qualification,104.5,64,118.8,125.3,93.5,75.3,60.6,38.8,35.4,20.7,737,,*,,,,*,*,*,*,*,,15.3,25.5,15.3,15.3,15.3,25.5,25.5,25.5,25.5,40.8,5.1,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ02,Highest qualification,Level 1 -Level 3 Certificate,135.2,147.8,88.3,72,84.2,109.7,81.8,67,57.5,51,894.5,,,,*,,,,*,*,*,,15.3,15.3,15.3,25.5,20.4,20.4,20.4,20.4,20.4,25.5,5.1,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ03,Highest qualification,Level 4 Certificate,10.2,28.3,34.8,41.7,43.5,35.6,60.4,64,65.2,37.6,421.3,**,*,*,*,*,*,*,*,*,*,,51,35.7,30.6,25.5,30.6,30.6,20.4,25.5,20.4,25.5,10.2,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ04,Highest qualification,Level 5 or level 6 Diploma,17.7,23,40.6,36.7,43.9,31.2,42.9,44.9,58,41.1,380.1,*,*,*,*,*,*,*,*,*,*,,45.9,40.8,25.5,25.5,25.5,30.6,30.6,30.6,20.4,25.5,10.2,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ05,Highest qualification,Bachelor Degree & Level 7,38.4,29.4,36.9,36.5,33.5,47,59.1,63.1,77.2,100.8,522,*,*,*,*,*,*,*,*,,,,30.6,35.7,35.7,30.6,30.6,25.5,25.5,20.4,20.4,20.4,10.2,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ06,Highest qualification,Postgraduate & Honours Degrees,6.9,10.5,3.8,8.2,15.2,14.7,17.1,26.6,30.2,42.6,175.8,**,**,**,**,*,*,*,*,*,*,,61.2,61.2,86.7,61.2,51,45.9,40.8,35.7,30.6,25.5,15.3,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ07,Highest qualification,Masters Degree,7.1,10.4,7.5,4.6,5.4,6.9,12.2,14.5,20.7,39.7,129,**,**,**,**,**,**,*,*,*,*,,66.3,51,66.3,96.9,76.5,61.2,45.9,45.9,35.7,30.6,15.3,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ08,Highest qualification,Doctorate Degree,,2.8,,,,2,,,5.1,12.3,29.3,S,**,S,S,S,**,S,S,**,*,*,,76.5,,,,96.9,,,76.5,45.9,35.7,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ09,Highest qualification,Other Post-school,7.1,10.4,14.5,14.4,18.7,11.5,10.4,23,9.8,12.1,132,**,**,*,*,*,**,*,*,**,**,,61.2,56.1,45.9,51,40.8,51,40.8,30.6,51,56.1,15.3,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ10,Highest qualification,Other NZ Secondary School,,,,,3.4,,,,,,10.7,S,S,S,S,***,,S,,S,S,**,,,,,117.3,,,,,,61.2,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ11,Highest qualification,Overseas Secondary School,14.1,15.5,7.7,17.5,18.5,20.1,17.8,14.3,,3.9,131.7,*,**,**,*,*,**,*,*,S,***,,45.9,61.2,61.2,40.8,45.9,51,45.9,45.9,,112.2,20.4,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PQ12,Highest qualification,Not Specified,25,14.5,12.8,6.3,4.9,4.3,,4.3,,,76.5,*,**,*,**,**,**,S,**,S,S,*,40.8,51,45.9,76.5,81.6,71.4,,96.9,,,25.5,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PL01,Labour force status,Employed,32.6,136.9,129.8,135,220.5,279.1,329.2,333.7,342.1,345.9,2284.7,*,,,,,,,,,,,35.7,15.3,15.3,15.3,10.2,10.2,10.2,10.2,10.2,10.2,0,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PL02,Labour force status,Unemployed,31.3,37.1,29.2,11.6,11.4,9.3,,4.6,,,137.9,*,*,*,**,**,**,S,**,S,S,,30.6,30.6,45.9,66.3,56.1,61.2,,96.9,,,15.3,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PL03,Labour force status,Not in the Labour Force,303.3,185.5,207.4,218.7,134.4,70,34.5,24.3,21.5,16.8,1216.6,,,,,,,*,*,*,*,,10.2,15.3,15.3,10.2,15.3,20.4,25.5,30.6,40.8,45.9,5.1,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2016,PL04,Labour force status,not specified,,,,,,,,,,,,S,,,,,,,,,,S,,,,,,,,,,,,Under      $800,"$800 To   $10,499","$10,500 To   $17,599","$17,600 To   $23,399","$23,400 To   $31,299","$31,300 To   $40,499","$40,500 To   $51,499","$51,500 To   $64,999","$65,000 To   $88,899","$88,900 and Over"
T10,2017,PS01,Sex,Male,160.3,144.8,165.9,152.9,131,155.2,196.6,213.5,228.5,266.2,1814.8,,,,,,,,,,,,10.2,15.3,15.3,10.2,15.3,15.3,10.2,10.2,10.2,10.2,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PS02,Sex,Female,214.6,225.4,202.7,223.7,240.6,219.3,173.2,161.4,145.1,105.9,1912,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,15.3,15.3,15.3,15.3,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,P999,Total People 15+,Total people 15+,374.8,370.2,368.6,376.6,371.6,374.5,369.7,374.9,373.6,372.1,3726.8,,,,,,,,,,,,10.2,10.2,10.2,5.1,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA01,Age group,15-19,152.4,96.1,18.5,12.5,11.1,8.7,2.9,,,,303.9,,,*,*,*,**,**,S,,S,,10.2,15.3,40.8,51,45.9,66.3,102,,,,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA02,Age group,20-24,36.8,69.3,52.2,26.8,41.3,47.2,34.4,23.6,9.7,,344.1,*,*,*,*,*,*,*,*,**,S,,35.7,25.5,25.5,30.6,25.5,25.5,30.6,40.8,56.1,,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA03,Age group,25-29,23.6,41.4,23.5,24.1,40.8,57.1,52.1,42.2,25,14.8,344.7,*,*,*,*,*,*,*,*,*,**,,40.8,25.5,40.8,35.7,35.7,25.5,25.5,25.5,40.8,56.1,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA04,Age group,30-34,20.9,29.2,20.7,12.5,27.3,36.7,44.1,39.2,43.7,28.3,302.7,*,*,*,*,*,*,*,*,*,*,,40.8,30.6,45.9,51,30.6,30.6,25.5,30.6,25.5,40.8,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA05,Age group,35-39,21.3,18.9,15.2,17.9,21.6,31.4,33.4,46,44.7,29.1,279.6,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,40.8,40.8,30.6,30.6,25.5,25.5,25.5,30.6,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA06,Age group,40-44,15.2,21.4,14.6,14,27.4,27.4,34.8,38.3,44.6,57.7,295.4,*,*,*,*,*,*,*,*,*,,,40.8,35.7,51,40.8,30.6,40.8,30.6,25.5,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA07,Age group,45-49,19.1,20,18.1,19.5,24.9,36.3,34.1,36.6,53.9,54.8,317.3,*,*,*,*,*,*,*,*,*,,,30.6,45.9,45.9,35.7,30.6,30.6,25.5,25.5,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA08,Age group,50-54,25,16.9,21.3,19.9,22.1,31.4,33.1,34.3,47.2,61.5,312.7,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,35.7,40.8,30.6,30.6,30.6,30.6,25.5,20.4,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA09,Age group,55-59,23.8,19.2,20,15.6,28.5,30.6,33.4,38.9,40.1,46.7,296.8,*,*,*,*,*,*,*,*,*,*,,40.8,40.8,35.7,45.9,30.6,30.6,30.6,25.5,20.4,20.4,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA10,Age group,60-64,21,26.5,32.8,19.1,17.6,23.7,24.8,35,26.1,31.5,258,*,*,*,*,*,*,*,*,*,*,,40.8,30.6,30.6,35.7,35.7,30.6,40.8,35.7,25.5,30.6,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PA11,Age group,65 +,15.6,11.4,131.8,194.7,108.9,43.9,42.5,40,38.6,44.1,671.4,*,**,,,,*,*,*,*,*,,45.9,56.1,15.3,10.2,15.3,20.4,25.5,30.6,30.6,25.5,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PE01,Ethnicity,European,197.7,235.5,245.9,283.5,257.1,244.4,233.5,272.2,306.4,315.3,2591.4,,,,,,,,,,,,10.2,10.2,15.3,10.2,10.2,10.2,10.2,10.2,10.2,10.2,5.1,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PE02,Ethnicity,Maori,50.5,67.1,47.5,39.1,48.8,49.9,66.8,49.4,32.3,28.6,480,*,,*,*,*,*,*,*,*,*,,25.5,20.4,25.5,25.5,25.5,25.5,20.4,25.5,35.7,30.6,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PE03,Ethnicity,Asian,70.2,66.2,50.1,35.7,54.3,68.7,66.1,47.9,40.1,34.4,533.7,*,*,*,*,*,*,*,*,*,*,,25.5,25.5,35.7,30.6,25.5,30.6,35.7,30.6,35.7,40.8,15.3,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PE04,Ethnicity,Pacific people,50.4,29.3,28,23.1,23.5,33.7,31.4,24.5,10.4,3.5,257.9,*,*,*,*,*,*,*,**,**,**,,35.7,40.8,40.8,35.7,45.9,35.7,40.8,51,51,81.6,20.4,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PE05,Ethnicity,MELAA,7.5,6.2,3.1,3.3,6.5,,,2.5,2.8,2.8,38.3,***,**,***,***,**,S,S,**,**,***,*,102,81.6,107.1,117.3,96.9,,,96.9,91.8,102,45.9,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PE06,Ethnicity,Other ethnic group,6.4,4,5.2,8.3,7.1,5.8,7.6,10.2,6.9,7.2,68.8,**,**,**,**,**,**,**,**,**,**,*,71.4,81.6,81.6,61.2,66.3,76.5,76.5,71.4,81.6,76.5,40.8,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ01,Highest qualification,No qualification,112.4,68.4,103.9,135,88.1,79.7,63,55.4,28.4,23.8,758.1,,,,,,*,*,*,*,*,,15.3,20.4,15.3,10.2,20.4,20.4,25.5,25.5,25.5,35.7,5.1,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ02,Highest qualification,Level 1 -Level 3 Certificate,122.5,158.7,100,84.2,103.1,103.2,81.2,74.5,66.4,52.1,945.9,,,,,,,,*,*,*,,15.3,15.3,15.3,20.4,15.3,15.3,15.3,20.4,20.4,25.5,5.1,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ03,Highest qualification,Level 4 Certificate,26,19.3,36.7,30.8,32.1,35.2,54.3,49.3,57.7,39.8,381.2,*,*,*,*,*,*,*,*,*,*,,40.8,40.8,30.6,30.6,25.5,30.6,25.5,25.5,25.5,30.6,10.2,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ04,Highest qualification,Level 5 or level 6 Diploma,20.2,27.1,33.7,38.9,46.7,44.8,39.7,55,56.2,45.8,408.2,*,*,*,*,*,*,*,*,*,*,,35.7,35.7,35.7,25.5,25.5,25.5,30.6,25.5,25.5,30.6,10.2,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ05,Highest qualification,Bachelor Degree & Level 7,22,38.4,32.9,33.1,39.4,54.1,66,65.2,70,89.2,510.3,*,*,*,*,*,*,*,*,,,,40.8,30.6,35.7,35.7,30.6,25.5,25.5,25.5,20.4,20.4,10.2,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ06,Highest qualification,Postgraduate & Honours Degrees,7.5,11.2,8,9.5,18,12.1,24.1,33.6,42.4,50.4,216.9,**,**,**,**,*,*,*,*,*,*,,61.2,51,56.1,56.1,45.9,51,45.9,30.6,30.6,25.5,15.3,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ07,Highest qualification,Masters Degree,7.2,5.3,4.2,5.5,8.4,12.4,12.7,13.9,21.8,39.7,131.1,**,**,**,**,**,*,**,**,*,*,,71.4,76.5,76.5,71.4,61.2,45.9,51,61.2,40.8,25.5,20.4,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ08,Highest qualification,Doctorate Degree,,,2.6,,,,,,6,9.1,25.8,S,S,***,S,S,S,S,S,**,**,*,,,107.1,,,,,,71.4,56.1,40.8,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ09,Highest qualification,Other Post-school,5.6,6.2,10,12.7,13.2,5.7,10.2,10.6,13.3,14.1,101.7,**,**,**,*,*,**,*,**,*,**,,76.5,61.2,51,45.9,40.8,71.4,45.9,51,35.7,56.1,20.4,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ10,Highest qualification,Other NZ Secondary School,,,,2.5,,,,,,,4.1,S,,,**,S,S,,,,,**,,,,86.7,,,,,,,81.6,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ11,Highest qualification,Overseas Secondary School,21,19.1,21.5,18,15.3,20.8,14.7,12.2,10.2,7.8,160.6,**,*,*,*,*,*,**,**,**,**,,61.2,40.8,40.8,40.8,40.8,40.8,51,56.1,56.1,81.6,20.4,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PQ12,Highest qualification,Not Specified,29.1,15.4,15,4.8,5.9,5.1,2.4,3.7,,,82.8,**,*,*,**,**,**,***,***,S,S,*,51,45.9,45.9,61.2,56.1,86.7,127.5,102,,,25.5,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PL04,Labour force status,not specified,25.9,11.5,12.7,2.1,3.3,3.4,,,,,60,**,**,**,**,**,***,S,,,,*,56.1,51,56.1,91.8,71.4,107.1,,,,,35.7,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
